CPU: Intel Sandy Bridge microarchitecture, speed 2493.76 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 100000
Counted mem_load_uops_misc_retired events (Memory load uops retired) with a unit mask of 0x02 (No unit mask) count 100000
Counted LLC_MISSES events (Last level cache demand requests from this core that missed the LLC) with a unit mask of 0x41 (No unit mask) count 100000
samples  %        samples  %        samples  %        image name               symbol name
1221      0.0674  88        0.1057  24        0.0555  libjvm.so                ServiceUtil::visible_oop(oopDesc*)
1215      0.0671  40        0.0481  19        0.0440  vmlinux                  d_validate
1215      0.0671  41        0.0493  33        0.0764  vmlinux                  xt_target_open
1210      0.0668  45        0.0541  23        0.0532  vmlinux                  set_intr_gate_ist
1209      0.0667  46        0.0553  15        0.0347  vmlinux                  futex_wait
1206      0.0666  34        0.0408  3         0.0069  libjvm.so                PhaseIFG::Compute_Effective_Degree()
1206      0.0666  39        0.0469  22        0.0509  vmlinux                  write_priomap
1204      0.0664  204       0.2451  291       0.6735  libjvm.so                nmethod::oops_do_marking_epilogue()
1202      0.0663  55        0.0661  30        0.0694  vmlinux                  arp_ioctl
1200      0.0662  54        0.0649  25        0.0579  vmlinux                  xfrm_net_init
1198      0.0661  38        0.0457  35        0.0810  vmlinux                  __xfrm_state_lookup_byaddr
1194      0.0659  93        0.1117  21        0.0486  libjvm.so                Node::dominates(Node*, Node_List&)
1194      0.0659  65        0.0781  14        0.0324  vmlinux                  ip_rt_get_source
1190      0.0657  53        0.0637  16        0.0370  libc-2.12.so             __libc_enable_asynccancel
1178      0.0650  63        0.0757  20        0.0463  vmlinux                  uv_flush_tlb_others
1173      0.0647  55        0.0661  24        0.0555  vmlinux                  __aio_get_req
1173      0.0647  41        0.0493  31        0.0717  vmlinux                  save_rest
1171      0.0646  102       0.1225  8         0.0185  libjvm.so                PhaseIdealLoop::build_loop_tree()
1171      0.0646  47        0.0565  24        0.0555  vmlinux                  xfrm_hash_resize
1169      0.0645  42        0.0505  27        0.0625  vmlinux                  swsusp_show_speed
1164      0.0642  43        0.0517  16        0.0370  vmlinux                  arp_find
1164      0.0642  61        0.0733  26        0.0602  vmlinux                  init_enter__rt_sigaction
1162      0.0641  36        0.0433  27        0.0625  vmlinux                  cipso_v4_doi_add
1159      0.0640  52        0.0625  24        0.0555  vmlinux                  compat_sys_vmsplice
1156      0.0638  42        0.0505  28        0.0648  vmlinux                  page_cache_async_readahead
1147      0.0633  55        0.0661  23        0.0532  vmlinux                  posix_lock_file_wait
1145      0.0632  48        0.0577  22        0.0509  vmlinux                  register_tracer
1141      0.0630  43        0.0517  22        0.0509  vmlinux                  ip_forward
1140      0.0629  60        0.0721  33        0.0764  iptable_filter           /iptable_filter
1137      0.0627  40        0.0481  28        0.0648  vmlinux                  aer_print_port_info
1132      0.0625  1         0.0012  0              0  libjvm.so                SafepointSynchronize::begin()
1130      0.0624  50        0.0601  22        0.0509  vmlinux                  __ring_buffer_alloc
1123      0.0620  34        0.0408  17        0.0393  vmlinux                  do_getitimer
1118      0.0617  42        0.0505  32        0.0741  libjvm.so                PreserveExceptionMark::PreserveExceptionMark(Thread*&)
1114      0.0615  94        0.1129  1         0.0023  libjvm.so                PhaseIFG::remove_node(unsigned int)
1114      0.0615  61        0.0733  22        0.0509  vmlinux                  posix_acl_from_mode
1104      0.0609  41        0.0493  24        0.0555  vmlinux                  mrtsock_destruct
1101      0.0608  56        0.0673  39        0.0903  vmlinux                  __do_fault
1101      0.0608  57        0.0685  21        0.0486  vmlinux                  do_mount
1099      0.0606  53        0.0637  17        0.0393  vmlinux                  sys_getpriority
1079      0.0595  48        0.0577  27        0.0625  libjvm.so                HandleArea::allocate_handle(oopDesc*)
1077      0.0594  47        0.0565  20        0.0463  vmlinux                  km_report
1067      0.0589  32        0.0384  29        0.0671  libjvm.so                WeakPreserveExceptionMark::WeakPreserveExceptionMark(Thread*)
1065      0.0588  34        0.0408  10        0.0231  libjvm.so                ObjectMonitor::TrySpin_VaryDuration(Thread*)
1059      0.0584  35        0.0421  18        0.0417  vmlinux                  exit_idle
1058      0.0584  46        0.0553  22        0.0509  vmlinux                  __put_task_struct
1058      0.0584  49        0.0589  35        0.0810  vmlinux                  thaw_tasks
1057      0.0583  40        0.0481  53        0.1227  libjvm.so                typeArrayHandle::typeArrayHandle(Thread*, typeArrayOopDesc*)
1054      0.0582  41        0.0493  16        0.0370  vmlinux                  set_slot_off
1053      0.0581  59        0.0709  15        0.0347  vmlinux                  clockevents_register_notifier
1052      0.0581  40        0.0481  20        0.0463  vmlinux                  __hw_addr_add
1051      0.0580  40        0.0481  22        0.0509  libjvm.so                arrayOopDesc::base(BasicType) const
1044      0.0576  51        0.0613  22        0.0509  vmlinux                  nr_uninterruptible
1033      0.0570  44        0.0529  25        0.0579  vmlinux                  tcp_rcv_established
1032      0.0570  51        0.0613  16        0.0370  libjvm.so                JavaThread::is_Java_thread() const
1026      0.0566  42        0.0505  21        0.0486  libjvm.so                Monitor::unlock()
1024      0.0565  39        0.0469  24        0.0555  libpthread-2.12.so       pthread_mutex_unlock
1015      0.0560  65        0.0781  22        0.0509  vmlinux                  set_ignore_ce
1011      0.0558  38        0.0457  19        0.0440  libjvm.so                ObjectSynchronizer::inflate(Thread*, oopDesc*)
999       0.0551  56        0.0673  34        0.0787  vmlinux                  ftrace_profile_sched_switch
997       0.0550  47        0.0565  26        0.0602  vmlinux                  fn_hash_select_default
996       0.0550  55        0.0661  22        0.0509  vmlinux                  __breadahead
995       0.0549  42        0.0505  17        0.0393  vmlinux                  futex_wait_requeue_pi
993       0.0548  48        0.0577  9         0.0208  vmlinux                  collect_mounts
993       0.0548  36        0.0433  31        0.0717  vmlinux                  sched_exec
990       0.0546  48        0.0577  16        0.0370  vmlinux                  nr_iowait
987       0.0545  39        0.0469  12        0.0278  vmlinux                  udp_push_pending_frames
985       0.0544  27        0.0324  18        0.0417  libjvm.so                ReadStableMark(oopDesc*)
984       0.0543  44        0.0529  23        0.0532  vmlinux                  ipmr_net_init
981       0.0541  55        0.0661  23        0.0532  vmlinux                  file_ra_state_init
981       0.0541  41        0.0493  21        0.0486  vmlinux                  xfrm_sk_policy_insert
980       0.0541  47        0.0565  23        0.0532  vmlinux                  ftrace_raw_event_sched_process_fork
978       0.0540  43        0.0517  32        0.0741  vmlinux                  sched_domain_node_span
976       0.0539  43        0.0517  26        0.0602  vmlinux                  cper_print_aer
976       0.0539  45        0.0541  19        0.0440  vmlinux                  lnw_gpio_probe
973       0.0537  56        0.0673  11        0.0255  libjvm.so                JfrBackend::is_event_enabled(TraceEventId)
972       0.0536  72        0.0865  8         0.0185  libjvm.so                IndexSet::alloc_block_containing(unsigned int)
972       0.0536  38        0.0457  21        0.0486  vmlinux                  rm_from_queue_full
972       0.0536  43        0.0517  16        0.0370  vmlinux                  set_cpu_itimer
969       0.0535  51        0.0613  18        0.0417  vmlinux                  __sigqueue_free
968       0.0534  36        0.0433  21        0.0486  vmlinux                  report_slot_reset
967       0.0534  71        0.0853  18        0.0417  libjvm.so                PhaseIdealLoop::split_if_with_blocks(VectorSet&, Node_Stack&)
964       0.0532  53        0.0637  17        0.0393  vmlinux                  tracing_buffers_open
957       0.0528  37        0.0445  20        0.0463  libjvm.so                OptoRuntime::handle_exception_C(JavaThread*)
957       0.0528  60        0.0721  30        0.0694  vmlinux                  memory_failure
955       0.0527  66        0.0793  16        0.0370  libjvm.so                NodeHash::hash_find_insert(Node*)
951       0.0525  44        0.0529  17        0.0393  libjvm.so                JavaThreadBlockedOnMonitorEnterState::contended_enter_begin(JavaThread*)
951       0.0525  30        0.0360  38        0.0879  vmlinux                  mktime
948       0.0523  50        0.0601  2         0.0046  libjvm.so                PhaseIFG::SquareUp()
948       0.0523  39        0.0469  21        0.0486  libjvm.so                nmethod::find_pc_desc_internal(unsigned char*, bool)
947       0.0523  36        0.0433  28        0.0648  libjvm.so                nmethod::handler_for_exception_and_pc(Handle, unsigned char*)
947       0.0523  30        0.0360  20        0.0463  vmlinux                  it_real_fn
945       0.0522  46        0.0553  24        0.0555  libnio.so                Java_sun_nio_ch_FileDispatcherImpl_write0
921       0.0508  21        0.0252  20        0.0463  vmlinux                  system_call_fastpath
919       0.0507  30        0.0360  17        0.0393  vmlinux                  hpet_msi_capability_lookup
917       0.0506  31        0.0372  21        0.0486  vmlinux                  traverse
905       0.0499  33        0.0396  22        0.0509  vmlinux                  throttle_cfs_rq
902       0.0498  29        0.0348  11        0.0255  vmlinux                  init_enter__preadv
889       0.0491  34        0.0408  10        0.0231  vmlinux                  hibernation_platform_enter
887       0.0489  38        0.0457  15        0.0347  vmlinux                  schedule_tail
886       0.0489  51        0.0613  4         0.0093  libjvm.so                IndexSetIterator::IndexSetIterator(IndexSet*)
884       0.0488  38        0.0457  18        0.0417  vmlinux                  tracing_set_trace_write
882       0.0487  0              0  8         0.0185  libjvm.so                ScopeDesc::decode_body()
881       0.0486  39        0.0469  27        0.0625  vmlinux                  cipso_v4_getattr
880       0.0486  35        0.0421  16        0.0370  libjvm.so                frame::adjust_unextended_sp()
879       0.0485  27        0.0324  22        0.0509  libjvm.so                RegisterMap::RegisterMap(JavaThread*, bool)
879       0.0485  43        0.0517  20        0.0463  vmlinux                  invalidate_interrupt2
871       0.0481  50        0.0601  11        0.0255  vmlinux                  init_exit__write
868       0.0479  48        0.0577  20        0.0463  vmlinux                  security_sid_mls_copy
866       0.0478  25        0.0300  17        0.0393  libnio.so                Java_sun_nio_ch_EPollArrayWrapper_interrupt
859       0.0474  36        0.0433  10        0.0231  libjvm.so                ciObjectFactory::get_metadata(Metadata*)
859       0.0474  39        0.0469  24        0.0555  vmlinux                  cipso_v4_skbuff_delattr
856       0.0472  50        0.0601  33        0.0764  libjvm.so                Matcher::find_shared(Node*)
854       0.0471  31        0.0372  21        0.0486  vmlinux                  qdisc_get_stab
848       0.0468  32        0.0384  11        0.0255  libjvm.so                os::PlatformEvent::unpark()
846       0.0467  27        0.0324  14        0.0324  vmlinux                  vfs_setlease
844       0.0466  66        0.0793  4         0.0093  libjvm.so                RegMask::smear_to_sets(int)
843       0.0465  65        0.0781  30        0.0694  libjvm.so                IndexSet::initialize(unsigned int)
842       0.0465  41        0.0493  18        0.0417  libc-2.12.so             epoll_wait
841       0.0464  31        0.0372  22        0.0509  libjvm.so                Matcher::match_tree(Node const*)
841       0.0464  86        0.1033  11        0.0255  libjvm.so                Node_Backward_Iterator::next()
838       0.0462  36        0.0433  20        0.0463  vmlinux                  pim_rcv
834       0.0460  77        0.0925  31        0.0717  libjvm.so                PhaseIdealLoop::get_early_ctrl(Node*)
831       0.0459  63        0.0757  21        0.0486  libjvm.so                Type::cmp(Type const*, Type const*)
831       0.0459  40        0.0481  21        0.0486  vmlinux                  have_submounts
826       0.0456  62        0.0745  4         0.0093  libjvm.so                PhaseIFG::re_insert(unsigned int)
822       0.0454  29        0.0348  19        0.0440  vmlinux                  poll_select_copy_remaining
821       0.0453  92        0.1105  3         0.0069  libjvm.so                PhaseCCP::analyze()
814       0.0449  42        0.0505  20        0.0463  vmlinux                  do_fork
808       0.0446  33        0.0396  17        0.0393  vmlinux                  ftrace_profile_mm_kernel_pagefault
806       0.0445  37        0.0445  17        0.0393  libjvm.so                SharedRuntime::raw_exception_handler_for_return_address(JavaThread*, unsigned char*)
803       0.0443  34        0.0408  20        0.0463  libjvm.so                Universe::should_fill_in_stack_trace(Handle)
803       0.0443  35        0.0421  15        0.0347  vmlinux                  xfrm_policy_walk
802       0.0443  44        0.0529  10        0.0231  vmlinux                  target_revfn
801       0.0442  42        0.0505  17        0.0393  vmlinux                  compat_sys_mount
799       0.0441  37        0.0445  12        0.0278  libjvm.so                Monitor::lock_without_safepoint_check()
798       0.0440  34        0.0408  11        0.0255  vmlinux                  tclass_notify
790       0.0436  29        0.0348  23        0.0532  libnio.so                Java_sun_nio_ch_FileDispatcherImpl_read0
